# Simulation 1 (Up to date)
# 641 data points written for 58 variables.
#
# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
77.853,98.042,113.042,-4.393,6.828,-0.112,0.149,-312.964,-0.005,312.964,269.999,5.228,0.099,59.75,17.144,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.683,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.272,90,14.265,999.992,0.001,339.944,0.013,5.146e5,10.16,81.073,0.226,0.361,8.279e-4
78.079,97.045,112.045,-4.418,6.862,0.006,0.307,-314.15,-0.005,314.15,269.999,5.25,0.307,59.75,17.144,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.829,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.388,90,14.272,1000.109,0.001,339.948,0.013,5.178e5,10.16,81.073,0.225,0.361,8.316e-4
78.304,96.051,111.051,-4.417,6.914,0.086,1.344,-315.339,-0.005,315.339,269.999,5.319,1.342,59.75,17.144,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,12.028,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.721,90,14.278,1000.226,0.001,339.951,0.013,5.222e5,10.16,81.073,0.225,0.362,8.409e-4
78.529,95.059,110.059,-4.398,6.672,-0.066,0.67,-316.502,-0.005,316.502,269.999,5.017,0.667,59.75,17.144,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.765,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.716,90,14.285,1000.342,0.001,339.955,0.013,5.165e5,10.16,81.073,0.226,0.362,7.999e-4
78.755,94.064,109.064,-4.413,6.569,-0.015,0.374,-317.619,-0.005,317.619,269.999,4.866,0.374,59.75,17.144,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.808,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.035,90,14.291,1000.459,0.001,339.959,0.013,5.174e5,10.16,81.073,0.225,0.362,7.803e-4
78.981,93.069,108.069,-4.416,6.634,0.004,0.438,-318.724,-0.006,318.724,269.999,4.951,0.438,59.75,17.144,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.832,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.754,90,14.298,1000.575,0.001,339.963,0.013,5.18e5,10.16,81.073,0.225,0.362,7.915e-4
79.206,92.076,107.076,-4.415,6.56,-0.007,0.169,-319.827,-0.006,319.827,269.999,4.852,0.169,59.75,17.144,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.809,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.928,90,14.304,1000.692,0.001,339.967,0.013,5.175e5,10.16,81.073,0.225,0.362,7.784e-4
79.431,91.082,106.082,-4.417,6.59,0.007,0.394,-320.923,-0.006,320.923,269.999,4.89,0.394,59.75,17.144,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.835,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.068,90,14.31,1000.808,0.001,339.971,0.013,5.181e5,10.16,81.073,0.225,0.362,7.835e-4
79.656,90.088,105.088,-4.415,6.655,3.594e-4,0.38,-322.033,-0.006,322.033,269.999,4.979,0.38,59.75,17.144,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.826,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.808,90,14.317,1000.925,0.001,339.975,0.013,5.179e5,10.16,81.073,0.225,0.362,7.953e-4
79.881,89.095,104.095,-4.415,6.591,0.031,0.867,-323.144,-0.006,323.144,269.999,4.893,0.867,59.75,17.144,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.9,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.505,90,14.323,1001.041,0.001,339.979,0.013,5.195e5,10.16,81.073,0.225,0.362,7.839e-4
80.106,88.102,103.102,-4.408,6.442,-0.036,0.134,-324.223,-0.006,324.223,269.999,4.698,0.129,59.75,17.144,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.774,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.756,90,14.33,1001.158,0.001,339.983,0.013,5.168e5,10.16,81.073,0.225,0.362,7.579e-4
80.331,87.108,102.108,-4.416,6.469,0.001,0.143,-325.285,-0.006,325.285,269.999,4.727,0.143,59.75,17.144,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.819,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.663,90,14.336,1001.274,0.001,339.987,0.013,5.178e5,10.16,81.073,0.225,0.362,7.62e-4
80.556,86.115,101.115,-4.416,6.446,0.013,0.512,-326.345,-0.006,326.345,269.999,4.695,0.511,59.75,17.144,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.848,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.925,90,14.343,1001.391,0.001,339.991,0.013,5.184e5,10.16,81.073,0.225,0.362,7.577e-4
80.781,85.122,100.122,-4.413,6.528,0.009,0.645,-327.413,-0.006,327.413,269.999,4.81,0.645,59.75,17.144,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.853,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.1,90,14.349,1001.507,0.001,339.995,0.013,5.185e5,10.16,81.073,0.225,0.362,7.728e-4
81.006,84.129,99.129,-4.411,6.634,-0.013,0.377,-328.512,-0.006,328.512,269.999,4.955,0.377,59.75,17.144,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.81,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.125,90,14.356,1001.624,0.001,339.998,0.013,5.176e5,10.16,81.073,0.225,0.362,7.92e-4
81.231,83.136,98.136,-4.414,6.7,0.12,1.602,-329.637,-0.006,329.637,269.999,5.04,1.598,59.75,17.144,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,12.114,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.75,90,14.362,1001.74,0.001,340.002,0.013,5.243e5,10.16,81.073,0.225,0.363,8.034e-4
81.456,82.146,97.146,-4.387,6.957,-0.114,0.473,-330.811,-0.006,330.811,269.999,5.4,0.459,59.75,17.144,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.693,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.607,90,14.369,1001.856,0.001,340.006,0.013,5.151e5,10.16,81.073,0.226,0.363,8.509e-4
81.682,81.151,96.151,-4.413,7.054,-0.008,0.197,-332.045,-0.006,332.045,269.999,5.503,0.197,59.75,17.144,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.81,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.415,90,14.375,1001.973,0.001,340.01,0.013,5.177e5,10.16,81.073,0.225,0.363,8.656e-4
81.907,80.158,95.158,-4.415,7.021,-0.001,0.001,-333.278,-0.006,333.278,269.999,5.459,9.007e-4,59.75,17.144,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.815,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.46,90,14.381,1002.09,0.001,340.014,0.013,5.178e5,10.16,81.073,0.225,0.363,8.597e-4
82.132,79.165,94.165,-4.415,7.021,0.005,0.274,-334.505,-0.006,334.505,269.999,5.459,0.274,59.75,17.144,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.827,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.583,90,14.388,1002.206,0.001,340.018,0.013,5.181e5,10.16,81.073,0.225,0.363,8.597e-4
82.357,78.173,93.173,-4.414,7.068,0.046,0.984,-335.739,-0.007,335.739,269.999,5.521,0.983,59.75,17.144,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.93,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.081,90,14.394,1002.322,0.001,340.022,0.013,5.203e5,10.16,81.073,0.225,0.363,8.68e-4
82.581,77.182,92.182,-4.403,6.891,-0.034,0.51,-336.956,-0.007,336.956,269.999,5.3,0.509,59.75,17.144,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.791,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.529,90,14.401,1002.439,0.001,340.026,0.013,5.173e5,10.16,81.073,0.225,0.363,8.379e-4
82.807,76.189,91.189,-4.411,6.984,-0.01,0.22,-338.163,-0.007,338.163,269.999,5.415,0.22,59.75,17.144,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.808,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.514,90,14.407,1002.555,0.001,340.03,0.013,5.177e5,10.16,81.073,0.225,0.363,8.536e-4
83.032,75.196,90.196,-4.413,7.024,-9.475e-4,0.109,-339.387,-0.007,339.387,269.999,5.464,0.109,59.75,17.144,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.816,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.513,90,14.414,1002.671,0.001,340.034,0.013,5.179e5,10.16,81.073,0.225,0.363,8.603e-4
83.256,74.204,89.204,-4.414,7.043,9.582e-4,0.113,-340.618,-0.007,340.618,269.999,5.489,0.113,59.75,17.144,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.818,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.438,90,14.42,1002.788,0.001,340.038,0.013,5.18e5,10.16,81.073,0.225,0.363,8.636e-4
83.481,73.212,88.212,-4.413,7.023,0.003,0.243,-341.848,-0.007,341.848,269.999,5.463,0.243,59.75,17.144,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.824,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.354,90,14.427,1002.904,0.001,340.041,0.013,5.181e5,10.16,81.073,0.225,0.363,8.602e-4
83.706,72.22,87.22,-4.413,6.98,0.031,0.81,-343.07,-0.007,343.07,269.999,5.409,0.81,59.75,17.144,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.894,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.046,90,14.433,1003.021,0.001,340.045,0.013,5.196e5,10.16,81.073,0.225,0.363,8.528e-4
83.931,71.229,86.229,-4.406,6.836,0.227,2.338,-344.265,-0.007,344.265,269.999,5.227,2.327,59.75,17.144,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,12.41,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.206,90,14.44,1003.137,0.001,340.049,0.013,5.308e5,10.16,81.073,0.225,0.363,8.281e-4
84.156,70.243,85.243,-4.355,6.409,-0.178,1.255,-345.383,-0.007,345.383,269.999,4.703,1.242,59.75,17.144,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.698,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.142,90,14.446,1003.252,0.001,340.053,0.013,5.154e5,10.16,81.073,0.228,0.364,7.568e-4
84.384,69.247,84.247,-4.395,6.233,-0.065,0.492,-346.421,-0.007,346.421,269.999,4.42,0.488,59.75,17.144,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.753,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.2,90,14.452,1003.369,0.001,340.057,0.013,5.166e5,10.16,81.073,0.226,0.364,7.21e-4
84.609,68.254,83.254,-4.41,6.166,-0.006,0.314,-347.406,-0.007,347.406,269.999,4.31,0.314,59.75,17.144,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.815,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.169,90,14.459,1003.486,0.001,340.061,0.013,5.18e5,10.16,81.073,0.225,0.364,7.071e-4
84.834,67.262,82.262,-4.411,6.118,-0.001,0.23,-348.367,-0.007,348.367,269.999,4.239,0.23,59.75,17.144,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.818,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.343,90,14.465,1003.602,0.001,340.065,0.013,5.181e5,10.16,81.073,0.225,0.364,6.98e-4
85.059,66.271,81.271,-4.412,6.154,0.004,0.346,-349.326,-0.007,349.326,269.999,4.291,0.346,59.75,17.144,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.829,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.136,90,14.472,1003.718,0.001,340.069,0.013,5.183e5,10.16,81.073,0.225,0.364,7.047e-4
85.283,65.28,80.28,-4.411,6.1,-0.005,0.111,-350.281,-0.007,350.281,269.999,4.213,0.111,59.75,17.144,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.812,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.263,90,14.478,1003.835,0.001,340.073,0.013,5.179e5,10.16,81.073,0.225,0.364,6.947e-4
85.508,64.289,79.289,-4.412,6.117,0.053,1.021,-351.231,-0.007,351.231,269.999,4.238,1.02,59.75,17.144,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.943,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.694,90,14.485,1003.951,0.001,340.077,0.013,5.208e5,10.16,81.073,0.225,0.364,6.979e-4
85.733,63.299,78.299,-4.4,6.27,-0.038,0.515,-352.209,-0.007,352.209,269.999,4.467,0.513,59.75,17.144,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.787,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.698,90,14.491,1004.067,0.001,340.08,0.013,5.174e5,10.16,81.073,0.225,0.364,7.273e-4
85.958,62.307,77.307,-4.408,6.359,0.019,0.783,-353.228,-0.008,353.228,269.999,4.583,0.783,59.75,17.144,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.876,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.232,90,14.498,1004.183,0.001,340.084,0.013,5.194e5,10.16,81.073,0.225,0.364,7.427e-4
86.183,61.317,76.317,-4.404,6.23,-0.019,0.462,-354.238,-0.008,354.238,269.999,4.407,0.462,59.75,17.144,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.807,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.199,90,14.504,1004.299,0.001,340.088,0.013,5.179e5,10.16,81.073,0.225,0.364,7.195e-4
86.408,60.325,75.325,-4.408,6.16,-0.01,0.016,-355.218,-0.008,355.218,269.999,4.303,0.012,59.75,17.144,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.805,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.298,90,14.51,1004.416,0.001,340.092,0.013,5.179e5,10.16,81.073,0.225,0.364,7.062e-4
86.632,59.334,74.334,-4.411,6.16,0.392,2.935,-356.184,-0.008,356.184,269.999,4.3,2.908,59.75,17.144,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,12.777,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.557,90,14.517,1004.532,0.001,340.096,0.013,5.388e5,10.16,81.073,0.225,0.364,7.059e-4
86.857,58.354,73.354,-4.323,6.574,-0.384,0.42,-357.223,-0.008,357.223,269.999,4.953,0.169,59.75,17.144,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.356,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.031,90,14.523,1004.647,0.001,340.1,0.013,5.079e5,10.16,81.073,0.229,0.364,7.891e-4
87.086,57.353,72.353,-4.411,6.662,0.029,0.707,-358.363,-0.008,358.363,269.999,4.992,0.706,59.75,17.144,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.881,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.676,90,14.53,1004.764,0.001,340.104,0.013,5.196e5,10.16,81.073,0.225,0.365,7.969e-4
87.311,56.363,71.363,-4.404,6.539,-0.02,0.275,-359.466,-0.008,359.466,269.999,4.834,0.274,59.75,17.144,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.797,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.957,90,14.536,1004.88,0.001,340.108,0.013,5.177e5,10.16,81.073,0.225,0.365,7.757e-4
87.536,55.372,70.372,-4.409,6.588,0.007,0.447,-360.56,-0.008,360.56,269.999,4.895,0.447,59.75,17.144,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.838,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.096,90,14.543,1004.996,0.001,340.112,0.013,5.187e5,10.16,81.073,0.225,0.365,7.84e-4
87.76,54.382,69.382,-4.407,6.662,-5.058e-4,0.414,-361.671,-0.008,361.671,269.999,4.996,0.414,59.75,17.144,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.827,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.182,90,14.549,1005.113,0.001,340.116,0.013,5.184e5,10.16,81.073,0.225,0.365,7.973e-4
87.985,53.392,68.392,-4.407,6.732,0.048,1.053,-362.803,-0.008,362.803,269.999,5.089,1.052,59.75,17.144,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.942,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.559,90,14.555,1005.229,0.001,340.12,0.013,5.21e5,10.16,81.073,0.225,0.365,8.097e-4
88.209,52.403,67.403,-4.397,6.906,-0.051,0.286,-363.973,-0.008,363.973,269.999,5.325,0.281,59.75,17.144,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.761,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.199,90,14.562,1005.345,0.001,340.123,0.013,5.17e5,10.16,81.073,0.225,0.365,8.411e-4
88.435,51.412,66.412,-4.408,6.864,0.011,0.526,-365.165,-0.008,365.165,269.999,5.262,0.525,59.75,17.143,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.847,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.498,90,14.568,1005.461,0.001,340.127,0.013,5.189e5,10.16,81.073,0.225,0.365,8.329e-4
88.659,50.423,65.423,-4.406,6.954,0.026,0.877,-366.36,-0.008,366.36,269.999,5.38,0.876,59.75,17.143,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.894,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.988,90,14.575,1005.577,0.001,340.131,0.013,5.2e5,10.16,81.073,0.225,0.365,8.488e-4
88.884,49.434,64.434,-4.4,6.799,-0.038,0.075,-367.546,-0.008,367.546,269.999,5.183,0.065,59.75,17.143,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.772,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.154,90,14.581,1005.693,0.001,340.135,0.013,5.173e5,10.16,81.073,0.225,0.365,8.221e-4
89.109,48.443,63.443,-4.408,6.793,0.033,0.795,-368.711,-0.008,368.711,269.999,5.168,0.794,59.75,17.143,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.894,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.524,90,14.588,1005.809,0.001,340.139,0.013,5.2e5,10.16,81.073,0.224,0.365,8.204e-4
89.333,47.454,62.454,-4.401,6.925,0.139,1.869,-369.891,-0.008,369.891,269.999,5.347,1.864,59.75,17.143,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,12.192,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.523,90,14.594,1005.925,0.001,340.143,0.013,5.265e5,10.16,81.073,0.225,0.365,8.442e-4
89.558,46.468,61.468,-4.37,6.586,-0.029,1.674,-371.046,-0.009,371.046,269.999,4.928,1.673,59.75,17.143,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.953,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.181,90,14.6,1006.041,0.001,340.147,0.013,5.213e5,10.16,81.073,0.226,0.365,7.871e-4
89.785,45.478,60.478,-4.376,6.312,-0.101,0.863,-372.119,-0.009,372.119,269.999,4.549,0.857,59.75,17.143,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.74,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.163,90,14.607,1006.157,0.001,340.151,0.013,5.167e5,10.16,81.073,0.226,0.365,7.372e-4
90.011,44.486,59.486,-4.399,6.19,-0.013,0.683,-373.125,-0.009,373.125,269.999,4.355,0.683,59.75,17.143,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.83,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.662,90,14.613,1006.273,0.001,340.155,0.013,5.187e5,10.16,81.073,0.225,0.365,7.127e-4
90.235,43.497,58.497,-4.402,6.301,-0.02,0.216,-374.122,-0.009,374.122,269.999,4.509,0.215,59.75,17.143,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.795,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.412,90,14.62,1006.389,0.001,340.158,0.013,5.179e5,10.16,81.073,0.225,0.366,7.328e-4
90.46,42.507,57.507,-4.407,6.27,0.011,0.488,-375.129,-0.009,375.129,269.999,4.46,0.488,59.75,17.143,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.844,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.242,90,14.626,1006.505,0.001,340.162,0.013,5.19e5,10.16,81.073,0.224,0.366,7.266e-4
